Database	Accession	Data Type	Species	Title	Url	Description	Update Date	Attributes
deg	DEG10480040	gene	[Escherichia coli ST131 strain EC958]	DEG10480040	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480040	protein with possible extracytoplasmic function	2019-08-26T08:18:18.000Z	{"GeneName":"ecfK","refseq":"HG941718"}
deg	DEG10480039	gene	[Escherichia coli ST131 strain EC958]	DEG10480039	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480039	phosphatidate cytidylyltransferase	2019-08-26T08:18:18.000Z	{"GeneName":"cdsA","refseq":"HG941718"}
deg	DEG10480038	gene	[Escherichia coli ST131 strain EC958]	DEG10480038	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480038	subunit of undecaprenyl diphosphate synthase	2019-08-26T08:18:18.000Z	{"GeneName":"uppS","refseq":"HG941718"}
deg	DEG10480037	gene	[Escherichia coli ST131 strain EC958]	DEG10480037	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480037	1-deoxy-D-xylulose-5-phosphate reductoisomerase	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480036	gene	[Escherichia coli ST131 strain EC958]	DEG10480036	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480036	ribosome recycling factor	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480035	gene	[Escherichia coli ST131 strain EC958]	DEG10480035	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480035	uridylate kinase	2019-08-26T08:18:18.000Z	{"GeneName":"pyrH","refseq":"HG941718"}
deg	DEG10480034	gene	[Escherichia coli ST131 strain EC958]	DEG10480034	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480034	protein chain elongation factor EF-Ts	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480033	gene	[Escherichia coli ST131 strain EC958]	DEG10480033	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480033	30S ribosomal protein S2	2019-08-26T08:18:18.000Z	{"GeneName":"rpsB","refseq":"HG941718"}
deg	DEG10480032	gene	[Escherichia coli ST131 strain EC958]	DEG10480032	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480032	methionine aminopeptidase	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480031	gene	[Escherichia coli ST131 strain EC958]	DEG10480031	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480031	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	2019-08-26T08:18:18.000Z	{"GeneName":"dapD","refseq":"HG941718"}
deg	DEG10480030	gene	[Escherichia coli ST131 strain EC958]	DEG10480030	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480030	hypothetical protein	2019-08-26T08:18:18.000Z	{"GeneName":"yadR","refseq":"HG941718"}
deg	DEG10480029	gene	[Escherichia coli ST131 strain EC958]	DEG10480029	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480029	glutamate-1-semialdehyde 2,1-aminomutase	2019-08-26T08:18:18.000Z	{"GeneName":"hemL","refseq":"HG941718"}
deg	DEG10480028	gene	[Escherichia coli ST131 strain EC958]	DEG10480028	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480028	hypothetical protein	2019-08-26T08:18:18.000Z	{"GeneName":"yadF","refseq":"HG941718"}
deg	DEG10480027	gene	[Escherichia coli ST131 strain EC958]	DEG10480027	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480027	dihydrolipoamide dehydrogenase	2019-08-26T08:18:18.000Z	{"GeneName":"lpdA","refseq":"HG941718"}
deg	DEG10480026	gene	[Escherichia coli ST131 strain EC958]	DEG10480026	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480026	dephospho-CoA kinase	2019-08-26T08:18:18.000Z	{"GeneName":"coaE","refseq":"HG941718"}
deg	DEG10480025	gene	[Escherichia coli ST131 strain EC958]	DEG10480025	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480025	preprotein translocase SecA	2019-08-26T08:18:18.000Z	{"GeneName":"secA","refseq":"HG941718"}
deg	DEG10480024	gene	[Escherichia coli ST131 strain EC958]	DEG10480024	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480024	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2019-08-26T08:18:18.000Z	{"GeneName":"lpxC","refseq":"HG941718"}
deg	DEG10480023	gene	[Escherichia coli ST131 strain EC958]	DEG10480023	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480023	cell division protein FtsZ	2019-08-26T08:18:18.000Z	{"GeneName":"ftsZ","refseq":"HG941718"}
deg	DEG10480022	gene	[Escherichia coli ST131 strain EC958]	DEG10480022	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480022	ATP-binding cell division protein FtsA	2019-08-26T08:18:18.000Z	{"GeneName":"ftsA","refseq":"HG941718"}
deg	DEG10480021	gene	[Escherichia coli ST131 strain EC958]	DEG10480021	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480021	cell division protein FtsQ	2019-08-26T08:18:18.000Z	{"GeneName":"ftsQ","refseq":"HG941718"}
deg	DEG10480020	gene	[Escherichia coli ST131 strain EC958]	DEG10480020	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480020	UDP-N-acetylmuramate-L-alanine ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murC","refseq":"HG941718"}
deg	DEG10480019	gene	[Escherichia coli ST131 strain EC958]	DEG10480019	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480019	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2019-08-26T08:18:18.000Z	{"GeneName":"murG","refseq":"HG941718"}
deg	DEG10480018	gene	[Escherichia coli ST131 strain EC958]	DEG10480018	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480018	cell division protein FtsW	2019-08-26T08:18:18.000Z	{"GeneName":"ftsW","refseq":"HG941718"}
deg	DEG10480017	gene	[Escherichia coli ST131 strain EC958]	DEG10480017	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480017	UDP-N-acetylmuramoylalanine-D-glutamate ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murD","refseq":"HG941718"}
deg	DEG10480016	gene	[Escherichia coli ST131 strain EC958]	DEG10480016	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480016	phospho-N-acetylmuramoyl- pentapeptidetransferase	2019-08-26T08:18:18.000Z	{"GeneName":"mraY","refseq":"HG941718"}
deg	DEG10480015	gene	[Escherichia coli ST131 strain EC958]	DEG10480015	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480015	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murF","refseq":"HG941718"}
deg	DEG10480014	gene	[Escherichia coli ST131 strain EC958]	DEG10480014	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480014	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	2019-08-26T08:18:18.000Z	{"GeneName":"murE","refseq":"HG941718"}
deg	DEG10480013	gene	[Escherichia coli ST131 strain EC958]	DEG10480013	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480013	peptidoglycan synthetase FtsI	2019-08-26T08:18:18.000Z	{"GeneName":"ftsI","refseq":"HG941718"}
deg	DEG10480012	gene	[Escherichia coli ST131 strain EC958]	DEG10480012	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480012	organic solvent tolerance protein	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480011	gene	[Escherichia coli ST131 strain EC958]	DEG10480011	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480011	dihydrodipicolinate reductase	2019-08-26T08:18:18.000Z	{"GeneName":"dapB","refseq":"HG941718"}
deg	DEG10480010	gene	[Escherichia coli ST131 strain EC958]	DEG10480010	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480010	IspH protein	2019-08-26T08:18:18.000Z	{"GeneName":"lytB","refseq":"HG941718"}
deg	DEG10480009	gene	[Escherichia coli ST131 strain EC958]	DEG10480009	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480009	lipoprotein signal peptidase	2019-08-26T08:18:18.000Z	{"GeneName":"lspA","refseq":"HG941718"}
deg	DEG10480008	gene	[Escherichia coli ST131 strain EC958]	DEG10480008	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480008	isoleucyl-tRNA synthetase	2019-08-26T08:18:18.000Z	{"GeneName":"ileS","refseq":"HG941718"}
deg	DEG10480007	gene	[Escherichia coli ST131 strain EC958]	DEG10480007	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480007	riboflavin biosynthesis protein RibF	2019-08-26T08:18:18.000Z	{"GeneName":"ribF","refseq":"HG941718"}
deg	DEG10480006	gene	[Escherichia coli ST131 strain EC958]	DEG10480006	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480006	DNA polymerase III, psi subunit	2019-08-26T08:18:18.000Z	{"GeneName":"holD","refseq":"HG941718"}
deg	DEG10480005	gene	[Escherichia coli ST131 strain EC958]	DEG10480005	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480005	primosomal protein I	2019-08-26T08:18:18.000Z	{"GeneName":"dnaT","refseq":"HG941718"}
deg	DEG10480004	gene	[Escherichia coli ST131 strain EC958]	DEG10480004	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480004	DnaC protein	2019-08-26T08:18:18.000Z	{"GeneName":"dnaC","refseq":"HG941718"}
deg	DEG10480003	gene	[Escherichia coli ST131 strain EC958]	DEG10480003	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480003	hypothetical protein	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480002	gene	[Escherichia coli ST131 strain EC958]	DEG10480002	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480002	methyltransferase	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10480001	gene	[Escherichia coli ST131 strain EC958]	DEG10480001	http://tubic.org/deg/public/index.php/information/bacteria/DEG10480001	methyltransferase	2019-08-26T08:18:18.000Z	{"refseq":"HG941718"}
deg	DEG10190296	gene	[Escherichia coli MG1655 II]	DEG10190296	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190296	DNA biosynthesis protein	2019-08-26T08:18:18.000Z	{"GeneName":"dnaC","go":"GO:1990077 GO:0005524 GO:0006269 GO:0006271","cog":"COG1484L","refseq":"NC_000913","uniprot":"P0AEF0"}
deg	DEG10190295	gene	[Escherichia coli MG1655 II]	DEG10190295	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190295	lipopolysaccharide export ABC permease of the LptBFGC export complex	2019-08-26T08:18:18.000Z	{"GeneName":"yjgQ/lptG","go":"GO:0043190 GO:0016021 GO:0015920","cog":"COG0795R","refseq":"NC_000913","uniprot":"P0ADC6"}
deg	DEG10190294	gene	[Escherichia coli MG1655 II]	DEG10190294	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190294	lipopolysaccharide export ABC permease of the LptBFGC export complex	2019-08-26T08:18:18.000Z	{"GeneName":"yjgP/lptF","go":"GO:0043190 GO:0016021 GO:0015437 GO:0015920","cog":"COG0795R","refseq":"NC_000913","uniprot":"P0AF98"}
deg	DEG10190293	gene	[Escherichia coli MG1655 II]	DEG10190293	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190293	valyl-tRNA synthetase	2019-08-26T08:18:18.000Z	{"GeneName":"valS","go":"GO:0005737 GO:0002161 GO:0005524 GO:0004832 GO:0006438","cog":"COG0525J","refseq":"NC_000913","uniprot":"P07118"}
deg	DEG10190292	gene	[Escherichia coli MG1655 II]	DEG10190292	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190292	inorganic pyrophosphatase	2019-08-26T08:18:18.000Z	{"GeneName":"ppa","go":"GO:0005829 GO:0016020 GO:0004427 GO:0000287 GO:0050355 GO:0008270 GO:0006796","cog":"COG0221C","refseq":"NC_000913","uniprot":"P0A7A9"}
deg	DEG10190291	gene	[Escherichia coli MG1655 II]	DEG10190291	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190291	antitoxin of the ChpBS toxin-antitoxin system	2019-08-26T08:18:18.000Z	{"GeneName":"chpS","go":"GO:0003677 GO:0030307 GO:0006355 GO:0006351","cog":"COG2336T","refseq":"NC_000913","uniprot":"P08365"}
deg	DEG10190290	gene	[Escherichia coli MG1655 II]	DEG10190290	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190290	30S ribosomal subunit protein S18	2019-08-26T08:18:18.000Z	{"GeneName":"rpsR","go":"GO:0022627 GO:0048027 GO:0070181 GO:0003735 GO:0006412","cog":"COG0238J","refseq":"NC_000913","uniprot":"P0A7T7"}
deg	DEG10190289	gene	[Escherichia coli MG1655 II]	DEG10190289	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190289	ADP-binding protein needed for nucleoid integrity	2019-08-26T08:18:18.000Z	{"GeneName":"yjeE","go":"GO:0005737 GO:0005524 GO:0046872 GO:0070526","cog":"COG0802R","refseq":"NC_000913","uniprot":"P0AF67"}
deg	DEG10190288	gene	[Escherichia coli MG1655 II]	DEG10190288	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190288	oligoribonuclease	2019-08-26T08:18:18.000Z	{"GeneName":"orn","go":"GO:0005737 GO:0000175 GO:0046872 GO:0003676 GO:0034611 GO:0008310 GO:0000738 GO:0006401 GO:0090501 GO:0090503","cog":"COG1949A","refseq":"NC_000913","uniprot":"P0A784"}
deg	DEG10190287	gene	[Escherichia coli MG1655 II]	DEG10190287	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190287	phosphatidylserine decarboxylase	2019-08-26T08:18:18.000Z	{"GeneName":"psd","go":"GO:0005886 GO:0004609 GO:0006646 GO:0008654","cog":"COG0688I","refseq":"NC_000913","uniprot":"P0A8K1"}
deg	DEG10190286	gene	[Escherichia coli MG1655 II]	DEG10190286	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190286	Cpn10 chaperonin GroES, small subunit of GroESL	2019-08-26T08:18:18.000Z	{"GeneName":"groS","go":"GO:0005829 GO:0005524 GO:0042802 GO:0051082 GO:0007049 GO:0051301 GO:0006457 GO:0009408 GO:0019068","cog":"COG0234O","refseq":"NC_000913","uniprot":"P0A6F9"}
deg	DEG10190285	gene	[Escherichia coli MG1655 II]	DEG10190285	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190285	D-allose kinase	2019-08-26T08:18:18.000Z	{"GeneName":"alsK","go":"GO:0008787 GO:0005524 GO:0004340 GO:0046835 GO:0019316 GO:0051156","cog":"COG1940KG","refseq":"NC_000913","uniprot":"P32718"}
deg	DEG10190284	gene	[Escherichia coli MG1655 II]	DEG10190284	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190284	single-stranded DNA-binding protein	2019-08-26T08:18:18.000Z	{"GeneName":"ssb","go":"GO:0003697 GO:0006260 GO:0006298 GO:0000725 GO:0009432","cog":"COG0629L","refseq":"NC_000913","uniprot":"P0AGE0"}
deg	DEG10190283	gene	[Escherichia coli MG1655 II]	DEG10190283	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190283	replicative DNA helicase	2019-08-26T08:18:18.000Z	{"GeneName":"dnaB","go":"GO:1990077 GO:0005524 GO:0003677 GO:0003678 GO:0004386 GO:0042802 GO:0006260 GO:0006269 GO:0006268 GO:0010212","cog":"COG0305L","refseq":"NC_000913","uniprot":"P0ACB0"}
deg	DEG10190282	gene	[Escherichia coli MG1655 II]	DEG10190282	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190282	DNA-binding transcriptional repressor of SOS regulon	2019-08-26T08:18:18.000Z	{"GeneName":"lexA","go":"GO:0003677 GO:0004252 GO:0006974 GO:0006281 GO:0006260 GO:0045892 GO:0009432 GO:0006351","cog":"COG1974KT","refseq":"NC_000913","uniprot":"P0A7C2"}
deg	DEG10190281	gene	[Escherichia coli MG1655 II]	DEG10190281	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190281	glycerol-3-phosphate O-acyltransferase	2019-08-26T08:18:18.000Z	{"GeneName":"plsB","go":"GO:0005887 GO:0004366 GO:0016024 GO:0006631 GO:0008654","cog":"COG2937I","refseq":"NC_000913","uniprot":"P0A7A7"}
deg	DEG10190280	gene	[Escherichia coli MG1655 II]	DEG10190280	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190280	p-hydroxybenzoate octaprenyltransferase	2019-08-26T08:18:18.000Z	{"GeneName":"ubiA","go":"GO:0016021 GO:0005886 GO:0008412 GO:0016765 GO:0006744","cog":"COG0382H","refseq":"NC_000913","uniprot":"P0AGK1"}
deg	DEG10190279	gene	[Escherichia coli MG1655 II]	DEG10190279	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190279	RNA polymerase, beta prime subunit	2019-08-26T08:18:18.000Z	{"GeneName":"rpoC","go":"GO:0005737 GO:0000428 GO:0016020 GO:0003677 GO:0003899 GO:0006351","cog":"COG0086K","refseq":"NC_000913","uniprot":"P0A8T7"}
deg	DEG10190278	gene	[Escherichia coli MG1655 II]	DEG10190278	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190278	RNA polymerase, beta subunit	2019-08-26T08:18:18.000Z	{"GeneName":"rpoB","go":"GO:0005737 GO:0016020 GO:0003677 GO:0003899 GO:0032549 GO:0006351","cog":"COG0085K","refseq":"NC_000913","uniprot":"P0A8V2"}
deg	DEG10190277	gene	[Escherichia coli MG1655 II]	DEG10190277	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190277	50S ribosomal subunit protein L7/L12	2019-08-26T08:18:18.000Z	{"GeneName":"rplL","go":"GO:0022625 GO:0003735 GO:0006412","cog":"COG0222J","refseq":"NC_000913","uniprot":"P0A7K2"}
deg	DEG10190276	gene	[Escherichia coli MG1655 II]	DEG10190276	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190276	50S ribosomal subunit protein L10	2019-08-26T08:18:18.000Z	{"GeneName":"rplJ","go":"GO:0022625 GO:0070180 GO:0003735 GO:0006417 GO:0042254 GO:0006412","cog":"COG0244J","refseq":"NC_000913","uniprot":"P0A7J3"}
deg	DEG10190275	gene	[Escherichia coli MG1655 II]	DEG10190275	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190275	transcription termination factor	2019-08-26T08:18:18.000Z	{"GeneName":"nusG","go":"GO:0006354 GO:0006353 GO:0032784 GO:0031564","cog":"COG0250K","refseq":"NC_000913","uniprot":"P0AFG0"}
deg	DEG10190274	gene	[Escherichia coli MG1655 II]	DEG10190274	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190274	preprotein translocase membrane subunit	2019-08-26T08:18:18.000Z	{"GeneName":"secE","go":"GO:0031522 GO:0016021 GO:0005887 GO:0005622 GO:0005886 GO:0015450 GO:0065002 GO:0006886 GO:0009306 GO:0006605 GO:0043952","cog":"COG0690U","refseq":"NC_000913","uniprot":"P0AG96"}
deg	DEG10190273	gene	[Escherichia coli MG1655 II]	DEG10190273	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190273	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	2019-08-26T08:18:18.000Z	{"GeneName":"birA","go":"GO:0005524 GO:0004077 GO:0003677 GO:0009102 GO:0009305 GO:0006355 GO:0006351","cog":"COG0340H","refseq":"NC_000913","uniprot":"P06709"}
deg	DEG10190272	gene	[Escherichia coli MG1655 II]	DEG10190272	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190272	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	2019-08-26T08:18:18.000Z	{"GeneName":"murB","go":"GO:0005737 GO:0050660 GO:0008762 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360","cog":"COG0812M","refseq":"NC_000913","uniprot":"P08373"}
deg	DEG10190271	gene	[Escherichia coli MG1655 II]	DEG10190271	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190271	glutamate racemase	2019-08-26T08:18:18.000Z	{"GeneName":"murI","go":"GO:0008881 GO:0071555 GO:0009252 GO:0008360","cog":"COG0796M","refseq":"NC_000913","uniprot":"P22634"}
deg	DEG10190270	gene	[Escherichia coli MG1655 II]	DEG10190270	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190270	essential cell division protein	2019-08-26T08:18:18.000Z	{"GeneName":"ftsN","go":"GO:0030428 GO:0016021 GO:0005886 GO:0000917 GO:0051301","cog":"COG3087D","refseq":"NC_000913","uniprot":"P29131"}
deg	DEG10190269	gene	[Escherichia coli MG1655 II]	DEG10190269	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190269	GTP-binding protein required for normal cell division	2019-08-26T08:18:18.000Z	{"GeneName":"yihA","go":"GO:0005829 GO:0005525 GO:0003924 GO:0000287 GO:0000917","cog":"COG0218R","refseq":"NC_000913","uniprot":"P0A6P7"}
deg	DEG10190268	gene	[Escherichia coli MG1655 II]	DEG10190268	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190268	protoporphyrin oxidase, flavoprotein	2019-08-26T08:18:18.000Z	{"GeneName":"hemG","go":"GO:0009055 GO:0010181 GO:0070819 GO:0004729 GO:0006783 GO:0006779 GO:0006782","cog":"COG4635CH","refseq":"NC_000913","uniprot":"P0ACB4"}
deg	DEG10190267	gene	[Escherichia coli MG1655 II]	DEG10190267	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190267	3-octaprenyl-4-hydroxybenzoate decarboxylase	2019-08-26T08:18:18.000Z	{"GeneName":"ubiD","go":"GO:0005886 GO:0008694 GO:0010181 GO:0042802 GO:0016491 GO:0006744","cog":"COG0043H","refseq":"NC_000913","uniprot":"P0AAB4"}
deg	DEG10190266	gene	[Escherichia coli MG1655 II]	DEG10190266	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190266	2-octaprenylphenol hydroxylase	2019-08-26T08:18:18.000Z	{"GeneName":"ubiB","go":"GO:0016021 GO:0005886 GO:0005524 GO:0004672 GO:0010795 GO:0006744","cog":"COG0661R","refseq":"NC_000913","uniprot":"P0A6A0"}
deg	DEG10190265	gene	[Escherichia coli MG1655 II]	DEG10190265	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190265	conserved protein, SCP2 family	2019-08-26T08:18:18.000Z	{"GeneName":"yigP","go":"GO:0032150","cog":"COG3165S","refseq":"NC_000913","uniprot":"P0ADP7"}
deg	DEG10190264	gene	[Escherichia coli MG1655 II]	DEG10190264	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190264	hydroxymethylbilane synthase	2019-08-26T08:18:18.000Z	{"GeneName":"hemC","go":"GO:0005737 GO:0004418 GO:0006783 GO:0018160 GO:0006782 GO:0033014","cog":"COG0181H","refseq":"NC_000913","uniprot":"P06983"}
deg	DEG10190263	gene	[Escherichia coli MG1655 II]	DEG10190263	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190263	uroporphyrinogen III synthase	2019-08-26T08:18:18.000Z	{"GeneName":"hemD","go":"GO:0004852 GO:0006782","cog":"COG1587H","refseq":"NC_000913","uniprot":"P09126"}
deg	DEG10190262	gene	[Escherichia coli MG1655 II]	DEG10190262	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190262	predicted Wzy protein involved in ECA polysaccharide chain elongation	2019-08-26T08:18:18.000Z	{"GeneName":"wzyE","go":"GO:0016021 GO:0005886 GO:0009246","refseq":"NC_000913","uniprot":"P27835"}
deg	DEG10190261	gene	[Escherichia coli MG1655 II]	DEG10190261	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190261	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	2019-08-26T08:18:18.000Z	{"GeneName":"glmU","go":"GO:0005737 GO:0019134 GO:0042802 GO:0000287 GO:0003977 GO:0000902 GO:0071555 GO:0009245 GO:0009103 GO:0009252 GO:0008360 GO:0006048","cog":"COG1207M","refseq":"NC_000913","uniprot":"P0ACC7"}
deg	DEG10190260	gene	[Escherichia coli MG1655 II]	DEG10190260	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190260	L-glutamine:D-fructose-6-phosphate aminotransferase	2019-08-26T08:18:18.000Z	{"GeneName":"glmS","go":"GO:0005829 GO:0030246 GO:0004360 GO:0016051 GO:0006541 GO:0006048","cog":"COG0449M","refseq":"NC_000913","uniprot":"P17169"}
deg	DEG10190259	gene	[Escherichia coli MG1655 II]	DEG10190259	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190259	tryptophan transporter of low affinity	2019-08-26T08:18:18.000Z	{"GeneName":"tnaB","go":"GO:0005887 GO:0015173 GO:0015293 GO:0003333 GO:0006569","cog":"COG0814E","refseq":"NC_000913","uniprot":"P23173"}
deg	DEG10190258	gene	[Escherichia coli MG1655 II]	DEG10190258	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190258	membrane protein insertase	2019-08-26T08:18:18.000Z	{"GeneName":"yidC","go":"GO:0016021 GO:0005887 GO:0005886 GO:0032977 GO:0006461 GO:0006457 GO:0051260 GO:0051205","cog":"COG0706U","refseq":"NC_000913","uniprot":"P25714"}
deg	DEG10190257	gene	[Escherichia coli MG1655 II]	DEG10190257	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190257	protein C5 component of RNase P	2019-08-26T08:18:18.000Z	{"GeneName":"rnpA","go":"GO:0004526 GO:0000049 GO:0090501 GO:0090502 GO:0006396 GO:0001682 GO:0008033","cog":"COG0594J","refseq":"NC_000913","uniprot":"P0A7Y8"}
deg	DEG10190256	gene	[Escherichia coli MG1655 II]	DEG10190256	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190256	50S ribosomal subunit protein L34	2019-08-26T08:18:18.000Z	{"GeneName":"rpmH","go":"GO:0005840 GO:0003735 GO:0006412","cog":"COG0230J","refseq":"NC_000913","uniprot":"P0A7P5"}
deg	DEG10190255	gene	[Escherichia coli MG1655 II]	DEG10190255	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190255	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	2019-08-26T08:18:18.000Z	{"GeneName":"dnaA","go":"GO:0005737 GO:0005886 GO:0005524 GO:0003677 GO:0003688 GO:0043565 GO:0006260 GO:0006270 GO:0008156 GO:0006275 GO:0006355 GO:0006351","cog":"COG0593L","refseq":"NC_000913","uniprot":"P03004"}
deg	DEG10190254	gene	[Escherichia coli MG1655 II]	DEG10190254	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190254	DNA polymerase III, beta subunit	2019-08-26T08:18:18.000Z	{"GeneName":"dnaN","go":"GO:0005829 GO:0009360 GO:0008408 GO:0003677 GO:0003887 GO:0042802 GO:0006974 GO:0006271","cog":"COG0592L","refseq":"NC_000913","uniprot":"P0A988"}
deg	DEG10190253	gene	[Escherichia coli MG1655 II]	DEG10190253	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190253	DNA gyrase, subunit B	2019-08-26T08:18:18.000Z	{"GeneName":"gyrB","go":"GO:0005694 GO:0005737 GO:0009330 GO:0009295 GO:0005524 GO:0003677 GO:0003918 GO:0008094 GO:0000287 GO:0006200 GO:0007059 GO:0006265 GO:0006268 GO:0046677 GO:0042493 GO:0006351","cog":"COG0187L","refseq":"NC_000913","uniprot":"P0AES6"}
deg	DEG10190252	gene	[Escherichia coli MG1655 II]	DEG10190252	http://tubic.org/deg/public/index.php/information/bacteria/DEG10190252	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	2019-08-26T08:18:18.000Z	{"GeneName":"spoT","go":"GO:0005737 GO:0016597 GO:0008728 GO:0008893 GO:0016301 GO:0015970 GO:0015949","cog":"COG0317TK","refseq":"NC_000913","uniprot":"P0AG24"}
